"path","status","source_type","notes"
"完整副本/公众号文章/D01_AI时代独立思考的价值.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C1-1_多巴胺基线崩塌与修复.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D02_资产vs负债.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C3-3_一人企业模型.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/已发布分析/DBS_DEEP_ANALYSIS_2026-06-11.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D03_多巴胺天平.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D04_HKR流量公式.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/公众号文章/D05_认知Bug防御.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D06_100篇定律.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/公众号文章/D07_最小可行性习惯.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C1-2_饮食决策框架.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C2-1_先避毁灭再求收益.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C4-1_三位一体创作.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/已发布分析/DBS_ENGINEERING_LEARNINGS_2026-06-11.md","已跳过：结构化中间文件","原始素材","分类器跳过于 2026-06-11"
"完整副本/已发布分析/DBS_CONTENT_FULL_DIAGNOSIS.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D08_复利曲线.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D09_内容创作四根命脉.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D10_忙碌逃避.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/公众号文章/D100_内容产品化.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D101_发布不是终点.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D102_环境的暴政.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D103_饮食决策框架.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D104_昼夜节律重建.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D105_成瘾不是意志力问题.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D106_睡眠不是休息.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D107_认知目标函数.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D108_形象不是虚伪.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D109_代际错位即杠杆.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D11_共同想象与权力.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D110_多巴胺基线崩塌与修复.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D12_三重大脑的真相.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D13_依恋模式.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D14_第一性原理深钻.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D15_注意力第一资产.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/公众号文章/D16_22岁试错期权.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D17_信息转化率.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D18_知道验证的鸿沟.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D19_环境暴政.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D20_连续天数.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D21_形象杠杆.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D22_拖延的三种类型.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D23_情绪是数据.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D24_反脆弱未来.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D25_自律即自爱.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/公众号文章/D26_焦虑公式.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D27_元认知训练.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D28_注意力管理.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D29_依恋可改变.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D30_历史的教训.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D31_信息茧房.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/公众号文章/D32_延迟满足.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D33_社交媒体税.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D34_知识转化率.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D35_环境设计.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D36_个人IP本质.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D37_创作系统进化.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D38_深度工作.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D39_决策质量.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D40_终身学习.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D41_概念解剖.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D42_写作与思考.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D43_数字极简.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D44_复利暗面.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D45_关系权力.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D46_创作者经济学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D47_睡眠与认知.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D48_失败的科学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D49_知识管理vs应用.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D50_个人系统升级.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D51_阅人术.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D52_谈判框架.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D53_独处价值.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D54_阅读方法论.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D55_身体与思维.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D56_运气与努力.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D57_影响力原理.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D58_提问的艺术.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D59_自我叙事.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D60_从0到1.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D61_选择悖论.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D62_完美主义.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D63_习惯神经科学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D64_导师与自学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D65_金钱心理学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D66_熵与秩序.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D67_FOMO与JOMO.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D68_边界设定.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D69_创造力的日常.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D70_脆弱的力量.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D71_时间的感知.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D72_社交资本.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D73_身份与标签.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D74_反馈的勇气.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D75_输出驱动学习.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D76_认知卸载.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/公众号文章/D77_动机的科学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D78_感恩的科学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D79_故事的力量.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D80_反依赖与亲密恐惧.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D81_形象管理ROI科学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D82_代际错位.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D83_负循环破解.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D84_P0单一主线.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D85_14天实验SOP.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D86_最小可行性系统.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D87_芒格格栅.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D88_系统大于目标.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D89_反共识不是叛逆.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D90_反脆弱进阶.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D91_一人企业AI杠杆.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D92_杠铃策略.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D93_交易的正确目标.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D94_游戏不是敌人.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D95_三位一体创作.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D96_平台策略.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D97_先避毁灭再求收益.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D98_认知负债陷阱.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D99_六格复盘.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/_REPAIR_REPORT.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C1-3_昼夜节律重建.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C1-4_成瘾不是意志力问题.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C1-5_睡眠不是休息.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C2-2_认知负债陷阱.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C2-3_六格复盘.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C2-4_认知目标函数.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C2-5_游戏不是敌人.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C3-1_资产还是负债.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C3-2_杠铃策略.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C3-4_复利不是数学公式.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C3-5_交易的唯一正确目标.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C4-2_平台策略.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C4-3_内容产品化.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C4-4_注意力是第一资产.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C4-5_发布不是终点.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C5-1_反依赖.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C5-2_形象管理.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C5-3_代际错位.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C5-4_形象不是虚伪.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C5-5_代际错位即杠杆.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C6-1_负循环破解.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C6-2_P0单一主线.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C6-3_14天实验SOP.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C6-4_最小可行性系统.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C6-5_环境的暴政.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C7-1_第一性原理.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C7-2_芒格格栅.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C7-3_反脆弱.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C7-4_反共识不是叛逆.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/C7-5_系统大于目标.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T1-01_多巴胺不是快乐分子.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T1-01_多巴胺本质.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T1-02_成瘾的反面是连接.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T1-03_痛苦天平.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T2-01_肥胖的真凶是胰岛素.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T2-01_胰岛素真相.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T2-02_代谢灵活性.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T2-03_生酮饮食的真相.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T3-01_你不是意志力薄弱.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T3-02_焦虑公式.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T3-02_焦虑数学公式.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T3-03_元认知超能力.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T3-04_第一性原理.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T3-05_认知卸载的危险.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T3-06_信息节食.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T4-01_8020法则.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T4-02_DEAL模型.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T4-03_最小可行性习惯.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T5-01_资产vs负债.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T5-02_复利哲学.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T5-02_复利思维.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T5-03_价值投资.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T5-04_资产定义权.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T5-05_被动收入的四种模式.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T6-01_权力的信息论.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T6-02_衰退生存.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T6-03_大明王朝1566.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T6-04_制度成本的隐性分配.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T7-01_依恋理论.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T7-02_爱的八次约会.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T7-03_爱的五种语言.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T7-04_成年人的友谊退化.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T8-01_流量本质.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T8-02_一人企业.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T8-03_HKR内容公式.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T8-04_平台依赖症.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T9-01_中医系统论.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T9-02_气血津液.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T9-03_中西医的认知鸿沟.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T10-01_自律即自爱.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T10-02_反脆弱.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/深度卡/topics/T10-03_复杂系统的问题解决.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/答案之书_v7/PREFACE.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/答案之书_v7/CH01_meta-abilities.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/答案之书_v7/CH02_mental-health.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/答案之书_v7/CH03_physical-health.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/答案之书_v7/CH04_wealth-business.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/答案之书_v7/CH05_relationships.md","已跳过：结构化中间文件","原始素材","分类器跳过于 2026-06-11"
"完整副本/答案之书_v7/CH06_top-humans.md","已跳过：结构化中间文件","原始素材","分类器跳过于 2026-06-11"
"完整副本/答案之书_v7/CH07_problem-solving.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/答案之书_v7/CH08_first-principles.md","已跳过：结构化中间文件","原始素材","分类器跳过于 2026-06-11"
"完整副本/答案之书_v7/EPILOGUE.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/答案之书_v7/EIGHT_CHAPTERS.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/答案之书_v7/FULL_MANUSCRIPT.md","已跳过：结构化中间文件","原始素材","分类器跳过于 2026-06-11"
"完整副本/已发布分析/DBS_0_TO_1_PATH_2026-06-11.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/已发布分析/DBS_ACTION_BARRIERS.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/已发布分析/DBS_DECISION_MATRIX.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/已发布分析/DBS_DIAGNOSIS_MONETIZATION.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/已发布分析/DBS_FULL_ENGINEERING_AUDIT_2026-06-11.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/已发布分析/DBS_GOAL_AUDIT.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/已发布分析/DBS_REPORT_COMPREHENSIVE.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/已发布分析/DBS_SKILL_PATTERNS_DEEP_DIVE.md","已抽取样本","原始素材","样本抽取于 2026-06-11；模式：extract-article"
